timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6
2025-03-08 17:15:07,17.0,86.0,2.14,34.710929,-86.641288,250.0,-0.912,0.267,0.11,2667.0,9972.0,1303.0,7092.0
2025-03-08 17:15:09,18.0,104.0,2.88,34.711605,-86.641494,250.0,0.065,0.737,-0.453,3421.0,9106.0,5048.0,6230.0
2025-03-08 17:15:10,19.0,185.0,4.85,34.710975,-86.64151,250.0,0.16,0.406,0.459,5209.0,7378.0,5439.0,3741.0
2025-03-08 17:15:11,20.0,221.0,3.39,34.710941,-86.641517,250.0,-0.985,0.627,-0.269,689.0,8528.0,8498.0,2151.0
2025-03-08 17:15:12,21.0,187.0,2.57,34.710876,-86.641304,250.0,-0.549,-0.237,0.668,2820.0,815.0,8621.0,9459.0
2025-03-08 17:15:13,22.0,146.0,4.92,34.710887,-86.641349,250.0,-0.893,-0.313,-0.098,2442.0,2088.0,7347.0,5007.0
2025-03-08 17:15:14,23.0,197.0,3.18,34.710941,-86.640899,250.0,-0.43,-0.733,-0.47,9654.0,1779.0,2229.0,995.0
2025-03-08 17:15:16,24.0,278.0,2.18,34.7117,-86.640701,250.0,0.763,0.228,-0.149,7641.0,8822.0,6805.0,1100.0
2025-03-08 17:15:17,25.0,163.0,2.18,34.711425,-86.641235,250.0,0.571,0.223,-0.713,2562.0,9437.0,8381.0,2758.0
2025-03-08 17:15:19,27.0,224.0,4.41,34.711544,-86.640998,250.0,0.675,-0.501,0.277,3146.0,8539.0,4017.0,9176.0
2025-03-08 17:15:21,29.0,124.0,2.32,34.711406,-86.641326,250.0,0.4,0.817,0.539,9885.0,1641.0,6105.0,1273.0
2025-03-08 17:15:22,30.0,264.0,4.56,34.710807,-86.640785,250.0,0.024,-0.18,0.489,3966.0,5026.0,8438.0,4852.0
2025-03-08 17:15:29,35.0,58.0,4.06,34.711734,-86.641647,250.0,0.486,0.959,0.562,1980.0,6663.0,7830.0,8704.0
2025-03-08 17:15:30,36.0,64.0,4.66,34.71165,-86.640808,250.0,0.89,0.781,0.632,6685.0,5250.0,636.0,7351.0
2025-03-08 17:15:31,37.0,123.0,3.22,34.711624,-86.640983,250.0,-0.212,-0.015,-0.702,9221.0,4421.0,1317.0,3520.0
2025-03-08 17:15:35,41.0,262.0,3.13,34.711093,-86.640861,250.0,-0.208,-0.813,0.846,5242.0,8713.0,2390.0,3440.0
2025-03-08 17:15:36,42.0,83.0,2.76,34.711318,-86.641632,250.0,-0.103,-0.51,-0.359,623.0,8381.0,4358.0,9790.0
2025-03-08 17:15:38,43.0,214.0,3.72,34.711063,-86.641525,250.0,0.895,0.124,-0.999,774.0,718.0,1797.0,2021.0
2025-03-08 17:15:39,44.0,59.0,3.9,34.711673,-86.641258,250.0,0.586,-0.083,0.966,968.0,7552.0,5836.0,3481.0
2025-03-08 17:15:40,45.0,104.0,4.7,34.711406,-86.641159,250.0,-0.236,-0.043,0.195,8484.0,6655.0,1333.0,4245.0
2025-03-08 17:15:41,46.0,126.0,4.31,34.711444,-86.641464,250.0,0.26,-0.814,-0.38,7304.0,916.0,9197.0,2640.0
2025-03-08 17:15:42,47.0,63.0,4.79,34.711021,-86.641387,250.0,0.372,-0.495,-0.095,1600.0,9007.0,1042.0,5791.0
2025-03-08 17:15:43,48.0,186.0,2.39,34.711215,-86.640792,250.0,0.441,-0.266,0.546,2631.0,3161.0,2038.0,7955.0
2025-03-08 17:15:45,49.0,169.0,2.46,34.711288,-86.641326,250.0,-0.844,0.535,-0.082,4636.0,1519.0,3675.0,686.0
2025-03-08 17:15:46,50.0,61.0,3.72,34.711444,-86.641517,250.0,0.488,-0.373,0.736,939.0,7098.0,5237.0,5260.0
2025-03-08 17:15:47,51.0,200.0,2.07,34.711677,-86.641586,250.0,0.201,-0.318,-0.89,9108.0,7695.0,5142.0,7746.0
2025-03-08 17:15:48,52.0,280.0,3.87,34.711418,-86.641464,250.0,0.079,-0.564,-0.93,7070.0,6687.0,1627.0,2496.0
2025-03-08 17:15:50,54.0,59.0,3.34,34.711143,-86.641647,250.0,-0.742,0.332,0.845,7354.0,7770.0,5459.0,9923.0
2025-03-08 17:15:51,55.0,145.0,3.81,34.711196,-86.641578,250.0,0.892,0.885,0.69,2895.0,401.0,1835.0,9388.0
2025-03-08 17:15:54,57.0,224.0,3.97,34.71099,-86.641365,250.0,-0.431,-0.757,0.082,2052.0,479.0,2213.0,2696.0
2025-03-08 17:15:56,59.0,179.0,2.05,34.711624,-86.640708,250.0,-0.333,0.21,-0.227,6750.0,6830.0,7089.0,2596.0
2025-03-08 17:15:57,60.0,227.0,4.0,34.711338,-86.641059,250.0,-0.112,0.918,0.513,1157.0,1852.0,3385.0,6010.0
2025-03-08 17:16:03,65.0,246.0,2.41,34.711612,-86.64122,250.0,0.167,0.968,0.571,1789.0,5266.0,3972.0,8781.0
2025-03-08 17:16:04,66.0,293.0,3.4,34.711635,-86.640953,250.0,0.819,0.137,0.096,3235.0,8930.0,301.0,845.0
2025-03-08 17:16:05,67.0,248.0,2.82,34.711765,-86.640693,250.0,-0.669,-0.373,-0.705,8020.0,1757.0,1111.0,8001.0
2025-03-08 17:16:06,68.0,90.0,4.23,34.711479,-86.641479,250.0,-0.466,0.766,-0.307,3374.0,9792.0,2985.0,1095.0
2025-03-08 17:16:08,69.0,183.0,2.47,34.71088,-86.641021,250.0,0.357,0.275,-0.789,374.0,4571.0,8796.0,5879.0
2025-03-08 17:16:09,70.0,127.0,2.7,34.710964,-86.641624,250.0,-0.301,-0.901,0.062,1192.0,2779.0,9087.0,586.0
2025-03-08 17:16:10,71.0,144.0,4.77,34.711242,-86.641326,250.0,-0.251,0.632,0.021,9728.0,9248.0,8092.0,7975.0
2025-03-08 17:16:11,72.0,84.0,3.66,34.711574,-86.641143,250.0,0.073,0.707,0.297,8427.0,185.0,5979.0,7889.0
2025-03-08 17:16:12,73.0,86.0,3.01,34.711597,-86.641166,250.0,0.903,0.429,-0.44,6488.0,4774.0,6022.0,7066.0
2025-03-08 17:16:13,74.0,296.0,3.52,34.71149,-86.641654,250.0,-0.291,0.908,-0.004,2815.0,1581.0,5022.0,6170.0
2025-03-08 17:16:15,75.0,178.0,2.72,34.711086,-86.640838,250.0,0.525,0.294,0.082,3895.0,135.0,5543.0,7770.0
