timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer-x,accelerometer-y,accelerometer-z,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6,spectrometer_spectrometer7
2025-02-27 23:11:56,20252025123456.0,6.0,14.0,18.0,19.0,2.0,15.0,19.0,5.0,4.0,15.0,5.0,11.0,3.0,15.0,1.0
2025-02-27 23:11:57,20252025123456.0,12.0,13.0,9.0,2.0,4.0,2.0,5.0,5.0,14.0,17.0,11.0,2.0,6.0,16.0,12.0
2025-02-27 23:11:58,20252025123456.0,16.0,11.0,12.0,3.0,13.0,14.0,9.0,15.0,12.0,19.0,7.0,3.0,12.0,16.0,14.0
2025-02-27 23:11:59,20252025123456.0,14.0,12.0,3.0,14.0,18.0,3.0,7.0,17.0,12.0,18.0,8.0,9.0,15.0,2.0,8.0
2025-02-27 23:12:00,20252025123456.0,1.0,1.0,1.0,7.0,5.0,14.0,19.0,15.0,8.0,4.0,5.0,18.0,3.0,3.0,8.0
2025-02-27 23:12:01,20252025123456.0,15.0,8.0,6.0,9.0,17.0,4.0,12.0,1.0,1.0,5.0,2.0,14.0,1.0,13.0,11.0
2025-02-27 23:12:02,20252025123456.0,8.0,4.0,2.0,5.0,18.0,13.0,19.0,6.0,19.0,10.0,4.0,2.0,6.0,17.0,8.0
2025-02-27 23:12:03,20252025123456.0,9.0,11.0,9.0,7.0,5.0,13.0,1.0,6.0,14.0,14.0,18.0,4.0,7.0,10.0,14.0
2025-02-27 23:12:04,20252025123456.0,19.0,10.0,7.0,15.0,3.0,15.0,5.0,3.0,14.0,5.0,2.0,15.0,13.0,9.0,2.0
2025-02-27 23:12:05,20252025123456.0,1.0,11.0,6.0,12.0,18.0,11.0,11.0,17.0,3.0,11.0,6.0,4.0,6.0,5.0,11.0
2025-02-27 23:12:06,20252025123456.0,6.0,15.0,16.0,4.0,9.0,5.0,16.0,5.0,13.0,3.0,7.0,8.0,15.0,2.0,9.0
2025-02-27 23:12:07,20252025123456.0,12.0,7.0,5.0,13.0,5.0,14.0,7.0,14.0,14.0,14.0,15.0,6.0,5.0,10.0,16.0
2025-02-27 23:12:08,20252025123456.0,15.0,8.0,7.0,11.0,7.0,14.0,9.0,11.0,8.0,12.0,3.0,19.0,3.0,16.0,1.0
2025-02-27 23:12:09,20252025123456.0,19.0,9.0,18.0,12.0,8.0,7.0,4.0,10.0,12.0,2.0,15.0,8.0,10.0,10.0,14.0
2025-02-27 23:12:10,20252025123456.0,3.0,18.0,5.0,13.0,14.0,2.0,17.0,13.0,15.0,18.0,8.0,18.0,11.0,17.0,15.0
2025-02-27 23:12:11,20252025123456.0,3.0,2.0,11.0,14.0,9.0,2.0,10.0,3.0,10.0,10.0,2.0,4.0,19.0,17.0,4.0
2025-02-27 23:12:12,20252025123456.0,18.0,4.0,12.0,16.0,18.0,17.0,18.0,15.0,9.0,5.0,10.0,3.0,13.0,1.0,6.0
2025-02-27 23:12:13,20252025123456.0,17.0,4.0,14.0,5.0,8.0,14.0,11.0,7.0,15.0,1.0,5.0,11.0,11.0,6.0,13.0
2025-02-27 23:12:14,20252025123456.0,7.0,18.0,19.0,5.0,4.0,10.0,9.0,19.0,6.0,9.0,2.0,1.0,15.0,18.0,15.0
2025-02-27 23:12:15,20252025123456.0,7.0,17.0,5.0,18.0,15.0,12.0,9.0,4.0,15.0,19.0,4.0,10.0,10.0,7.0,7.0
2025-02-27 23:12:16,20252025123456.0,11.0,13.0,10.0,3.0,2.0,1.0,9.0,15.0,13.0,12.0,18.0,9.0,14.0,6.0,4.0
2025-02-27 23:12:17,20252025123456.0,13.0,7.0,11.0,17.0,13.0,16.0,8.0,17.0,5.0,13.0,19.0,17.0,17.0,1.0,9.0
2025-02-27 23:12:18,20252025123456.0,18.0,8.0,1.0,10.0,10.0,7.0,9.0,4.0,16.0,13.0,3.0,15.0,19.0,7.0,5.0
2025-02-27 23:12:19,20252025123456.0,4.0,9.0,8.0,17.0,18.0,17.0,5.0,11.0,18.0,15.0,9.0,5.0,14.0,8.0,11.0
2025-02-27 23:12:20,20252025123456.0,1.0,19.0,12.0,6.0,13.0,14.0,6.0,3.0,10.0,2.0,14.0,19.0,2.0,10.0,3.0
2025-02-27 23:12:21,20252025123456.0,13.0,17.0,8.0,12.0,15.0,11.0,4.0,18.0,11.0,8.0,5.0,2.0,11.0,13.0,16.0
2025-02-27 23:12:22,20252025123456.0,14.0,14.0,3.0,1.0,12.0,10.0,14.0,2.0,12.0,8.0,2.0,7.0,12.0,18.0,11.0
2025-02-27 23:12:23,20252025123456.0,16.0,16.0,3.0,7.0,17.0,4.0,7.0,17.0,12.0,14.0,11.0,1.0,18.0,13.0,10.0
2025-02-27 23:12:24,20252025123456.0,16.0,2.0,18.0,13.0,16.0,4.0,10.0,11.0,9.0,5.0,8.0,7.0,9.0,14.0,19.0
2025-02-27 23:12:25,20252025123456.0,9.0,14.0,4.0,8.0,8.0,3.0,1.0,17.0,4.0,6.0,5.0,1.0,1.0,1.0,18.0
2025-02-27 23:12:26,20252025123456.0,18.0,15.0,17.0,10.0,2.0,19.0,15.0,13.0,17.0,8.0,2.0,9.0,11.0,15.0,6.0
2025-02-27 23:12:27,20252025123456.0,18.0,9.0,6.0,18.0,9.0,15.0,10.0,13.0,17.0,16.0,5.0,4.0,12.0,14.0,17.0
2025-02-27 23:12:28,20252025123456.0,5.0,15.0,18.0,9.0,8.0,12.0,19.0,19.0,5.0,19.0,5.0,11.0,5.0,7.0,2.0
2025-02-27 23:12:29,20252025123456.0,8.0,19.0,10.0,4.0,10.0,9.0,9.0,1.0,14.0,7.0,18.0,16.0,9.0,8.0,15.0
2025-02-27 23:12:30,20252025123456.0,12.0,4.0,7.0,6.0,15.0,12.0,4.0,2.0,1.0,2.0,11.0,19.0,16.0,11.0,3.0
2025-02-27 23:12:31,20252025123456.0,4.0,8.0,7.0,17.0,3.0,18.0,19.0,14.0,11.0,14.0,10.0,2.0,19.0,8.0,5.0
2025-02-27 23:12:32,20252025123456.0,1.0,4.0,3.0,5.0,16.0,7.0,17.0,4.0,9.0,12.0,11.0,14.0,19.0,12.0,6.0
2025-02-27 23:12:33,20252025123456.0,17.0,4.0,11.0,19.0,7.0,10.0,7.0,1.0,6.0,5.0,2.0,7.0,8.0,13.0,8.0
2025-02-27 23:12:34,20252025123456.0,7.0,19.0,16.0,18.0,6.0,6.0,10.0,10.0,19.0,9.0,15.0,13.0,2.0,5.0,16.0
2025-02-27 23:12:35,20252025123456.0,13.0,15.0,8.0,3.0,2.0,19.0,16.0,7.0,19.0,19.0,17.0,4.0,8.0,19.0,1.0
2025-02-27 23:12:36,20252025123456.0,5.0,12.0,14.0,12.0,10.0,1.0,17.0,15.0,3.0,9.0,8.0,3.0,17.0,2.0,2.0
2025-02-27 23:12:37,20252025123456.0,17.0,5.0,12.0,7.0,18.0,7.0,18.0,13.0,8.0,15.0,11.0,4.0,9.0,4.0,16.0
2025-02-27 23:12:38,20252025123456.0,16.0,7.0,9.0,11.0,13.0,19.0,2.0,19.0,19.0,1.0,19.0,13.0,12.0,12.0,9.0
2025-02-27 23:12:39,20252025123456.0,15.0,14.0,16.0,9.0,12.0,19.0,5.0,2.0,17.0,9.0,10.0,13.0,7.0,18.0,4.0
2025-02-27 23:12:40,20252025123456.0,18.0,18.0,19.0,2.0,11.0,1.0,2.0,18.0,10.0,4.0,17.0,4.0,7.0,5.0,11.0
2025-02-27 23:12:41,20252025123456.0,3.0,4.0,6.0,2.0,11.0,15.0,15.0,8.0,16.0,8.0,2.0,19.0,15.0,8.0,9.0
2025-02-27 23:12:42,20252025123456.0,8.0,15.0,19.0,5.0,17.0,11.0,4.0,2.0,12.0,13.0,10.0,19.0,19.0,14.0,6.0
2025-02-27 23:12:43,20252025123456.0,19.0,17.0,17.0,2.0,12.0,11.0,19.0,7.0,3.0,10.0,6.0,16.0,4.0,9.0,9.0
2025-02-27 23:12:44,20252025123456.0,10.0,17.0,11.0,2.0,13.0,5.0,14.0,2.0,5.0,5.0,16.0,11.0,10.0,14.0,4.0
2025-02-27 23:12:45,20252025123456.0,1.0,9.0,6.0,8.0,17.0,1.0,17.0,9.0,14.0,18.0,11.0,18.0,13.0,16.0,9.0
2025-02-27 23:12:46,20252025123456.0,1.0,16.0,13.0,12.0,8.0,6.0,15.0,9.0,13.0,12.0,5.0,5.0,16.0,14.0,16.0
2025-02-27 23:12:47,20252025123456.0,13.0,12.0,13.0,14.0,15.0,2.0,16.0,1.0,19.0,10.0,18.0,15.0,6.0,2.0,13.0
2025-02-27 23:12:48,20252025123456.0,15.0,11.0,1.0,6.0,9.0,9.0,2.0,5.0,19.0,18.0,17.0,18.0,3.0,12.0,19.0
2025-02-27 23:12:49,20252025123456.0,5.0,1.0,16.0,6.0,3.0,17.0,8.0,5.0,2.0,15.0,2.0,1.0,14.0,8.0,11.0
2025-02-27 23:12:50,20252025123456.0,19.0,2.0,5.0,13.0,13.0,2.0,17.0,1.0,12.0,3.0,6.0,2.0,13.0,5.0,7.0
2025-02-27 23:12:51,20252025123456.0,8.0,18.0,3.0,3.0,1.0,19.0,11.0,3.0,8.0,18.0,11.0,2.0,12.0,8.0,19.0
2025-02-27 23:12:52,20252025123456.0,10.0,2.0,5.0,6.0,13.0,19.0,13.0,1.0,17.0,9.0,3.0,1.0,17.0,9.0,7.0
2025-02-27 23:12:53,20252025123456.0,8.0,5.0,13.0,13.0,15.0,3.0,4.0,6.0,19.0,14.0,14.0,8.0,15.0,13.0,5.0
2025-02-27 23:12:54,20252025123456.0,17.0,19.0,11.0,14.0,6.0,6.0,5.0,15.0,10.0,7.0,6.0,18.0,13.0,7.0,14.0
2025-02-27 23:12:55,20252025123456.0,3.0,13.0,14.0,19.0,13.0,10.0,17.0,3.0,7.0,15.0,14.0,17.0,1.0,8.0,5.0
2025-02-27 23:12:56,20252025123456.0,4.0,19.0,13.0,11.0,7.0,5.0,14.0,9.0,8.0,9.0,16.0,11.0,2.0,3.0,17.0
2025-02-27 23:12:57,20252025123456.0,16.0,12.0,19.0,17.0,17.0,8.0,14.0,11.0,3.0,15.0,1.0,4.0,13.0,7.0,10.0
2025-02-27 23:12:58,20252025123456.0,1.0,6.0,13.0,15.0,2.0,16.0,14.0,2.0,3.0,17.0,14.0,2.0,3.0,6.0,5.0
2025-02-27 23:12:59,20252025123456.0,10.0,14.0,17.0,7.0,5.0,14.0,3.0,5.0,2.0,17.0,16.0,14.0,4.0,3.0,8.0
2025-02-27 23:13:00,20252025123456.0,6.0,19.0,1.0,1.0,2.0,5.0,9.0,16.0,11.0,2.0,2.0,5.0,9.0,1.0,11.0
2025-02-27 23:13:01,20252025123456.0,17.0,12.0,6.0,13.0,8.0,9.0,13.0,15.0,9.0,16.0,17.0,2.0,12.0,18.0,15.0
2025-02-27 23:13:02,20252025123456.0,10.0,17.0,5.0,4.0,15.0,1.0,11.0,10.0,6.0,10.0,14.0,5.0,2.0,14.0,14.0
2025-02-27 23:13:03,20252025123456.0,10.0,11.0,17.0,17.0,1.0,7.0,13.0,17.0,6.0,1.0,11.0,11.0,9.0,10.0,6.0
2025-02-27 23:13:04,20252025123456.0,6.0,10.0,16.0,8.0,3.0,6.0,19.0,6.0,5.0,11.0,18.0,7.0,19.0,19.0,11.0
2025-02-27 23:13:05,20252025123456.0,19.0,11.0,9.0,7.0,9.0,15.0,5.0,17.0,10.0,16.0,15.0,11.0,8.0,2.0,6.0
2025-02-27 23:13:06,20252025123456.0,17.0,12.0,2.0,16.0,1.0,19.0,17.0,14.0,10.0,19.0,15.0,15.0,15.0,9.0,15.0
2025-02-27 23:13:07,20252025123456.0,10.0,6.0,10.0,17.0,6.0,8.0,16.0,11.0,4.0,10.0,6.0,6.0,6.0,17.0,7.0
2025-02-27 23:13:08,20252025123456.0,18.0,13.0,19.0,3.0,6.0,1.0,12.0,17.0,12.0,15.0,19.0,10.0,6.0,9.0,3.0
2025-02-27 23:13:09,20252025123456.0,16.0,15.0,18.0,7.0,10.0,4.0,16.0,5.0,6.0,16.0,6.0,10.0,4.0,10.0,14.0
2025-02-27 23:13:10,20252025123456.0,10.0,15.0,1.0,13.0,15.0,16.0,6.0,15.0,1.0,3.0,15.0,7.0,1.0,14.0,18.0
2025-02-27 23:13:11,20252025123456.0,12.0,13.0,10.0,10.0,3.0,7.0,17.0,14.0,10.0,3.0,15.0,2.0,5.0,16.0,7.0
2025-02-27 23:13:12,20252025123456.0,13.0,16.0,16.0,13.0,14.0,8.0,10.0,4.0,18.0,2.0,6.0,16.0,15.0,18.0,2.0
2025-02-27 23:13:13,20252025123456.0,1.0,3.0,18.0,18.0,14.0,13.0,2.0,13.0,18.0,1.0,7.0,7.0,1.0,17.0,3.0
2025-02-27 23:13:14,20252025123456.0,10.0,17.0,12.0,5.0,6.0,5.0,4.0,2.0,16.0,1.0,18.0,8.0,17.0,11.0,17.0
2025-02-27 23:13:15,20252025123456.0,14.0,12.0,17.0,5.0,9.0,16.0,9.0,1.0,14.0,14.0,19.0,1.0,16.0,12.0,1.0
2025-02-27 23:13:16,20252025123456.0,9.0,1.0,16.0,18.0,6.0,10.0,13.0,12.0,2.0,7.0,10.0,5.0,7.0,2.0,3.0
2025-02-27 23:13:17,20252025123456.0,11.0,8.0,6.0,16.0,4.0,15.0,11.0,7.0,17.0,16.0,5.0,19.0,12.0,8.0,3.0
2025-02-27 23:13:18,20252025123456.0,15.0,15.0,2.0,3.0,16.0,14.0,14.0,19.0,1.0,5.0,7.0,5.0,18.0,8.0,9.0
2025-02-27 23:13:19,20252025123456.0,9.0,7.0,11.0,4.0,13.0,5.0,19.0,1.0,18.0,1.0,7.0,13.0,17.0,7.0,11.0
2025-02-27 23:13:20,20252025123456.0,6.0,1.0,6.0,14.0,13.0,10.0,6.0,10.0,5.0,14.0,2.0,11.0,6.0,12.0,18.0
2025-02-27 23:13:21,20252025123456.0,11.0,1.0,5.0,15.0,3.0,9.0,8.0,9.0,11.0,8.0,4.0,9.0,6.0,12.0,15.0
2025-02-27 23:13:22,20252025123456.0,6.0,14.0,11.0,12.0,5.0,6.0,1.0,16.0,12.0,2.0,16.0,9.0,10.0,11.0,1.0
2025-02-27 23:13:23,20252025123456.0,11.0,9.0,17.0,3.0,13.0,6.0,9.0,2.0,3.0,16.0,3.0,18.0,7.0,12.0,5.0
2025-02-27 23:13:24,20252025123456.0,10.0,14.0,9.0,4.0,3.0,5.0,5.0,5.0,2.0,15.0,7.0,17.0,7.0,18.0,3.0
2025-02-27 23:13:25,20252025123456.0,18.0,1.0,13.0,7.0,12.0,3.0,19.0,14.0,3.0,11.0,1.0,1.0,12.0,9.0,6.0
2025-02-27 23:13:26,20252025123456.0,15.0,8.0,9.0,2.0,19.0,14.0,9.0,11.0,9.0,11.0,3.0,7.0,17.0,2.0,3.0
2025-02-27 23:13:27,20252025123456.0,16.0,11.0,8.0,10.0,13.0,6.0,10.0,1.0,17.0,10.0,10.0,16.0,4.0,17.0,15.0
2025-02-27 23:13:28,20252025123456.0,7.0,17.0,13.0,11.0,8.0,2.0,1.0,12.0,17.0,10.0,19.0,5.0,7.0,13.0,19.0
2025-02-27 23:13:29,20252025123456.0,16.0,8.0,4.0,12.0,1.0,5.0,14.0,7.0,10.0,12.0,6.0,8.0,4.0,3.0,5.0
2025-02-27 23:13:30,20252025123456.0,8.0,18.0,17.0,18.0,9.0,3.0,14.0,14.0,12.0,8.0,10.0,8.0,5.0,5.0,7.0
2025-02-27 23:13:31,20252025123456.0,10.0,1.0,8.0,13.0,1.0,17.0,12.0,18.0,5.0,14.0,15.0,4.0,17.0,10.0,16.0
2025-02-27 23:13:32,20252025123456.0,13.0,13.0,16.0,15.0,5.0,6.0,2.0,6.0,7.0,2.0,8.0,2.0,6.0,14.0,11.0
2025-02-27 23:13:33,20252025123456.0,10.0,7.0,5.0,7.0,9.0,15.0,1.0,8.0,4.0,8.0,19.0,2.0,6.0,7.0,5.0
2025-02-27 23:13:34,20252025123456.0,17.0,1.0,12.0,12.0,7.0,13.0,10.0,18.0,3.0,2.0,11.0,13.0,8.0,14.0,10.0
2025-02-27 23:13:35,20252025123456.0,6.0,11.0,7.0,15.0,18.0,7.0,18.0,15.0,15.0,4.0,8.0,8.0,14.0,17.0,18.0
2025-02-27 23:13:36,20252025123456.0,5.0,18.0,2.0,12.0,9.0,12.0,19.0,17.0,17.0,14.0,10.0,5.0,10.0,4.0,19.0
2025-02-27 23:13:37,20252025123456.0,14.0,12.0,11.0,8.0,6.0,2.0,16.0,19.0,8.0,16.0,4.0,6.0,12.0,16.0,18.0
