timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer-x,accelerometer-y,accelerometer-z,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6,spectrometer_spectrometer7
2025-02-27 23:10:12,20252025123456.0,1.0,4.0,8.0,16.0,14.0,2.0,8.0,15.0,6.0,17.0,17.0,5.0,17.0,4.0,19.0
2025-02-27 23:10:13,20252025123456.0,2.0,4.0,14.0,15.0,18.0,6.0,17.0,19.0,16.0,10.0,16.0,8.0,6.0,16.0,19.0
2025-02-27 23:10:14,20252025123456.0,7.0,13.0,10.0,6.0,11.0,8.0,2.0,9.0,14.0,9.0,10.0,14.0,6.0,14.0,3.0
2025-02-27 23:10:15,20252025123456.0,15.0,14.0,12.0,10.0,8.0,3.0,8.0,12.0,10.0,9.0,18.0,7.0,18.0,6.0,6.0
2025-02-27 23:10:16,20252025123456.0,9.0,14.0,2.0,4.0,6.0,9.0,8.0,7.0,12.0,10.0,7.0,14.0,14.0,18.0,15.0
2025-02-27 23:10:17,20252025123456.0,14.0,19.0,11.0,5.0,10.0,10.0,7.0,12.0,4.0,10.0,19.0,13.0,5.0,8.0,9.0
2025-02-27 23:10:18,20252025123456.0,18.0,8.0,13.0,1.0,6.0,18.0,2.0,5.0,14.0,19.0,5.0,8.0,9.0,7.0,19.0
2025-02-27 23:10:19,20252025123456.0,3.0,18.0,10.0,18.0,10.0,1.0,6.0,17.0,12.0,13.0,14.0,5.0,5.0,9.0,11.0
2025-02-27 23:10:20,20252025123456.0,10.0,12.0,8.0,13.0,17.0,19.0,6.0,10.0,14.0,7.0,17.0,17.0,16.0,2.0,14.0
2025-02-27 23:10:21,20252025123456.0,5.0,9.0,11.0,11.0,6.0,2.0,9.0,19.0,2.0,7.0,1.0,12.0,15.0,18.0,14.0
2025-02-27 23:10:22,20252025123456.0,5.0,16.0,2.0,11.0,3.0,4.0,14.0,1.0,2.0,7.0,2.0,18.0,6.0,13.0,5.0
2025-02-27 23:10:23,20252025123456.0,4.0,18.0,18.0,12.0,5.0,8.0,13.0,1.0,19.0,1.0,19.0,6.0,15.0,5.0,7.0
2025-02-27 23:10:24,20252025123456.0,19.0,11.0,19.0,3.0,17.0,17.0,18.0,17.0,6.0,14.0,1.0,13.0,9.0,5.0,6.0
2025-02-27 23:10:25,20252025123456.0,11.0,17.0,10.0,11.0,4.0,2.0,17.0,9.0,12.0,5.0,9.0,10.0,8.0,13.0,14.0
2025-02-27 23:10:26,20252025123456.0,11.0,18.0,16.0,9.0,19.0,14.0,13.0,15.0,14.0,1.0,19.0,11.0,3.0,9.0,11.0
2025-02-27 23:10:27,20252025123456.0,14.0,4.0,4.0,16.0,14.0,8.0,7.0,11.0,3.0,19.0,4.0,12.0,7.0,7.0,17.0
2025-02-27 23:10:28,20252025123456.0,3.0,6.0,11.0,1.0,5.0,6.0,17.0,9.0,6.0,19.0,19.0,19.0,18.0,8.0,5.0
2025-02-27 23:10:29,20252025123456.0,7.0,17.0,8.0,13.0,9.0,17.0,5.0,16.0,11.0,1.0,3.0,11.0,6.0,6.0,4.0
2025-02-27 23:10:30,20252025123456.0,16.0,17.0,18.0,17.0,13.0,19.0,18.0,17.0,18.0,6.0,14.0,10.0,6.0,6.0,1.0
2025-02-27 23:10:31,20252025123456.0,7.0,14.0,19.0,4.0,17.0,17.0,1.0,18.0,4.0,9.0,2.0,11.0,18.0,12.0,11.0
2025-02-27 23:10:32,20252025123456.0,5.0,18.0,3.0,4.0,5.0,14.0,18.0,5.0,12.0,1.0,15.0,8.0,12.0,7.0,19.0
2025-02-27 23:10:33,20252025123456.0,1.0,10.0,10.0,18.0,8.0,5.0,5.0,19.0,7.0,14.0,9.0,7.0,15.0,14.0,17.0
2025-02-27 23:10:34,20252025123456.0,18.0,2.0,17.0,16.0,4.0,17.0,6.0,13.0,8.0,16.0,14.0,17.0,14.0,2.0,8.0
2025-02-27 23:10:35,20252025123456.0,18.0,7.0,14.0,15.0,4.0,13.0,18.0,18.0,12.0,13.0,3.0,3.0,16.0,9.0,4.0
2025-02-27 23:10:36,20252025123456.0,5.0,9.0,5.0,17.0,7.0,7.0,10.0,13.0,5.0,6.0,11.0,14.0,4.0,1.0,8.0
2025-02-27 23:10:37,20252025123456.0,4.0,14.0,6.0,11.0,17.0,13.0,10.0,10.0,10.0,1.0,10.0,15.0,10.0,12.0,16.0
2025-02-27 23:10:38,20252025123456.0,1.0,4.0,12.0,2.0,12.0,17.0,2.0,4.0,2.0,1.0,18.0,19.0,9.0,14.0,5.0
2025-02-27 23:10:39,20252025123456.0,7.0,8.0,16.0,7.0,4.0,10.0,1.0,11.0,10.0,10.0,5.0,14.0,5.0,1.0,18.0
2025-02-27 23:10:40,20252025123456.0,14.0,10.0,9.0,7.0,4.0,11.0,12.0,19.0,3.0,6.0,4.0,14.0,15.0,17.0,2.0
2025-02-27 23:10:41,20252025123456.0,19.0,16.0,18.0,10.0,8.0,17.0,3.0,8.0,3.0,7.0,3.0,13.0,8.0,16.0,8.0
2025-02-27 23:10:42,20252025123456.0,4.0,2.0,12.0,8.0,9.0,13.0,4.0,18.0,9.0,6.0,1.0,11.0,17.0,14.0,10.0
2025-02-27 23:10:43,20252025123456.0,11.0,10.0,4.0,4.0,14.0,11.0,13.0,5.0,7.0,8.0,2.0,5.0,9.0,5.0,1.0
