timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6
2025-03-08 17:03:00,51.0,198.0,4.57,34.711688,-86.641036,250.0,0.014,0.296,-0.216,7766.0,7783.0,4143.0,6477.0
2025-03-08 17:03:02,52.0,86.0,2.9,34.711444,-86.640815,250.0,0.267,-0.914,-0.709,3932.0,4947.0,7475.0,3734.0
2025-03-08 17:03:03,53.0,201.0,3.76,34.711448,-86.641258,250.0,0.669,0.28,-0.118,1614.0,2905.0,2751.0,1253.0
2025-03-08 17:03:04,54.0,110.0,3.4,34.710842,-86.641082,250.0,0.028,-0.924,-0.076,5180.0,3710.0,678.0,9207.0
2025-03-08 17:03:05,55.0,271.0,3.2,34.711566,-86.641586,250.0,-0.332,0.206,-0.109,1361.0,7457.0,6560.0,755.0
2025-03-08 17:03:06,56.0,220.0,3.71,34.71154,-86.640899,250.0,-0.266,0.669,-0.897,4207.0,4541.0,6913.0,2060.0
2025-03-08 17:03:07,57.0,213.0,4.59,34.711357,-86.64138,250.0,0.0,0.349,-0.696,9176.0,2996.0,6939.0,1664.0
2025-03-08 17:03:09,58.0,107.0,3.73,34.711551,-86.641624,250.0,0.998,0.698,0.58,1234.0,121.0,1626.0,8503.0
2025-03-08 17:03:12,61.0,133.0,2.93,34.711196,-86.640983,250.0,-0.696,-0.203,0.459,1971.0,296.0,7353.0,3892.0
2025-03-08 17:03:13,62.0,271.0,4.49,34.711502,-86.641128,250.0,-0.966,0.337,0.059,5996.0,9240.0,1757.0,8238.0
2025-03-08 17:03:14,63.0,80.0,4.5,34.711395,-86.641555,250.0,0.649,-0.454,-0.446,5501.0,8983.0,9350.0,7000.0
2025-03-08 17:03:22,70.0,161.0,4.16,34.710948,-86.640815,250.0,-0.465,-0.841,0.12,2932.0,7415.0,1079.0,118.0
2025-03-08 17:03:24,71.0,215.0,3.7,34.711639,-86.641654,250.0,0.226,0.093,-0.096,6984.0,3882.0,1762.0,3837.0
2025-03-08 17:03:25,72.0,190.0,3.25,34.711555,-86.641166,250.0,0.621,0.486,0.047,7295.0,5665.0,5079.0,8579.0
2025-03-08 17:03:26,73.0,284.0,4.38,34.711345,-86.64125,250.0,-0.282,-0.883,-0.936,5866.0,2835.0,9094.0,6804.0
2025-03-08 17:03:27,74.0,262.0,3.52,34.710948,-86.641548,250.0,0.517,0.889,-0.794,3725.0,8477.0,6926.0,8558.0
2025-03-08 17:03:28,75.0,202.0,4.08,34.711139,-86.640808,250.0,-0.559,0.738,-0.118,1721.0,2409.0,494.0,7916.0
2025-03-08 17:03:29,76.0,126.0,2.22,34.710899,-86.641159,250.0,0.248,-0.442,-0.277,7651.0,6888.0,3633.0,5111.0
2025-03-08 17:03:30,77.0,276.0,2.13,34.71149,-86.640998,250.0,0.403,0.731,-0.224,7320.0,7931.0,7702.0,7574.0
2025-03-08 17:03:33,79.0,160.0,4.29,34.711544,-86.640907,250.0,0.483,-0.776,-0.161,4792.0,8191.0,2529.0,8572.0
2025-03-08 17:03:34,80.0,50.0,4.39,34.711341,-86.641616,250.0,-0.699,-0.176,-0.244,8242.0,7113.0,7612.0,560.0
2025-03-08 17:03:35,81.0,183.0,3.64,34.710815,-86.641204,250.0,0.938,-0.045,-0.655,8214.0,3385.0,7838.0,7565.0
